Fraktion/Gruppe,Bezeichnung,nichtabgegeben
CDU/CSU,Dr. Astrid Freudenstein,0.0
CDU/CSU,Dr. Astrid Mannes,0.0
FDP,Torsten Herbst,0.0
CDU/CSU,Dr. Christoph Ploß,0.0
CDU/CSU,Dr. Dietlind Tiemann,0.0
CDU/CSU,Dr. Heribert Hirte,0.0
BÜ90/GR,Dr. Ingrid Nestle,0.0
FDP,Peter Heidt,0.0
FDP,Olaf In der Beek,0.0
FDP,Dr. Lukas Köhler,0.0
CDU/CSU,Gero Storjohann,0.0
CDU/CSU,Dr. Matthias Heider,0.0
FDP,Mario Brandenburg,0.0
CDU/CSU,Dr. Reinhard Brandl,0.0
FDP,Konstantin Elias Kuhle,0.0
CDU/CSU,Dr. Volker Ullrich,0.0
FDP,Katharina Kloke,0.0
CDU/CSU,Dr. Wolfgang Stefinger,0.0
CDU/CSU,Dr. h. c. Albert Weiler,0.0
CDU/CSU,Emmi Zeulner,0.0
CDU/CSU,Karin Maag,0.0
SPD,Christoph Matschie,0.0
CDU/CSU,Klaus-Dieter Gröhler,0.0
CDU/CSU,Andreas Mattfeldt,0.0
BÜ90/GR,Dr. Irene Mihalic,0.0
CDU/CSU,Peter Aumer,0.0
CDU/CSU,Patrick Schnieder,0.0
BÜ90/GR,Erhard Grundl,0.0
SPD,Isabel Mackensen,0.0
CDU/CSU,Patricia Lips,0.0
SPD,Heike Baehrens,0.0
CDU/CSU,Michael Kießling,0.0
CDU/CSU,Michael Hennrich,0.0
SPD,Gabriele Hiller-Ohm,0.0
BÜ90/GR,Lisa Paus,0.0
SPD,Falko Mohrs,0.0
SPD,Esther Dilcher,0.0
CDU/CSU,Matthias Hauer,0.0
CDU/CSU,Martin Patzelt,0.0
FDP,Johannes Vogel (Lüdenscheid),0.0
CDU/CSU,Markus Koob,0.0
SPD,Dr. Karamba Diaby,0.0
SPD,Dr. Johannes Fechner,0.0
SPD,Dr. Jens Zimmermann,0.0
CDU/CSU,Albert Stegemann,0.0
CDU/CSU,Alexander Radwan,0.0
CDU/CSU,Alexander Throm,0.0
CDU/CSU,Alois Gerig,0.0
SPD,Dirk Vöpel,0.0
CDU/CSU,Manfred Grund,0.0
SPD,Dennis Rohde,0.0
CDU/CSU,Paul Lehrieder,0.0
