Fraktion/Gruppe,Bezeichnung,nichtabgegeben
CDU/CSU,Astrid Grotelüschen,0.015151515151515152
FDP,Dr. Jens Brandenburg (Rhein-Neckar),0.015151515151515152
CDU/CSU,Björn Simon,0.015151515151515152
DIE LINKE.,Stefan Liebich,0.015151515151515152
CDU/CSU,Artur Auernhammer,0.015151515151515152
CDU/CSU,Volkmar Klein,0.015151515151515152
DIE LINKE.,Susanne Ferschl,0.015151515151515152
SPD,Dr. Rolf Mützenich,0.015151515151515152
SPD,Gustav Herzog,0.015151515151515152
SPD,Sönke Rix,0.015151515151515152
DIE LINKE.,Thomas Lutze,0.015151515151515152
CDU/CSU,Thomas Silberhorn,0.015151515151515152
CDU/CSU,Markus Grübel,0.015151515151515152
CDU/CSU,Annette Widmann-Mauz,0.015151515151515152
SPD,Dr. Martin Rosemann,0.015151515151515152
AfD,Jörn König,0.015151515151515152
CDU/CSU,Eckhardt Rehberg,0.015151515151515152
FDP,Dr. Martin Neumann (Lausitz),0.015151515151515152
CDU/CSU,Nikolas Löbel,0.015151515151515152
DIE LINKE.,Matthias W. Birkwald,0.015151515151515152
CDU/CSU,Jens Lehmann,0.015151515151515152
FDP,Frank Sitta,0.015151515151515152
DIE LINKE.,Niema Movassat,0.015151515151515152
FDP,Markus Herbrand,0.015151515151515152
CDU/CSU,Marc Henrichmann,0.015151515151515152
AfD,Jens Maier,0.015151515151515152
SPD,Elvan Korkmaz,0.015151515151515152
FDP,Linda Teuteberg,0.015151515151515152
CDU/CSU,Klaus-Dieter Gröhler,0.0
CDU/CSU,Josef Oster,0.0
CDU/CSU,Torsten Schweiger,0.0
SPD,Gabriele Hiller-Ohm,0.0
AfD,Dietmar Friedhoff,0.0
CDU/CSU,Tino Sorge,0.0
SPD,Katrin Budde,0.0
SPD,Johannes Schraps,0.0
SPD,Heike Baehrens,0.0
CDU/CSU,Karin Maag,0.0
CDU/CSU,Michael Kießling,0.0
SPD,Ingrid Arndt-Brauer,0.0
CDU/CSU,Kai Whittaker,0.0
AfD,Dr. Alexander Gauland,0.0
AfD,René Springer,0.0
CDU/CSU,Markus Koob,0.0
AfD,Peter Felser,0.0
SPD,René Röspel,0.0
AfD,Dr. Michael Espendiller,0.0
SPD,Thomas Jurk,0.0
SPD,Thomas Hitschler,0.0
SPD,Swen Schulz (Spandau),0.0
SPD,Svenja Stadler,0.0
CDU/CSU,Mark Hauptmann,0.0
CDU/CSU,Martin Patzelt,0.0
CDU/CSU,Patricia Lips,0.0
SPD,Stefan Schwartze,0.0
CDU/CSU,Paul Lehrieder,0.0
SPD,Siemtje Möller,0.0
CDU/CSU,Marie-Luise Dött,0.0
CDU/CSU,Peter Aumer,0.0
AfD,Jochen Haug,0.0
SPD,Rainer Spiering,0.0
SPD,Klaus Mindrup,0.0
AfD,Jürgen Pohl,0.0
CDU/CSU,Matthias Hauer,0.0
SPD,Nezahat Baradari,0.0
SPD,Ulli Nissen,0.0
CDU/CSU,Roderich Kiesewetter,0.0
SPD,Michael Gerdes,0.0
SPD,Mathias Stein,0.0
AfD,Marcus Bühl,0.0
CDU/CSU,Rüdiger Kruse,0.0
SPD,Marja-Liisa Völlers,0.0
CDU/CSU,Sepp Müller,0.0
CDU/CSU,Melanie Bernstein,0.0
SPD,Mahmut Özdemir (Duisburg),0.0
SPD,Leni Breymaier,0.0
CDU/CSU,Manfred Grund,0.0
FDP,Bijan Djir-Sarai,0.0
AfD,Wolfgang Wiehle,0.0
CDU/CSU,Eckhard Pols,0.0
CDU/CSU,Dr. Volker Ullrich,0.0
CDU/CSU,Michael Hennrich,0.0
CDU/CSU,Dr. Wolfgang Stefinger,0.0
CDU/CSU,Dr. h. c. Albert Weiler,0.0
CDU/CSU,Dr. h.c. Hans Michelbach,0.0
CDU/CSU,Antje Tillmann,0.0
CDU/CSU,Antje Lezius,0.0
DIE LINKE.,Norbert Müller (Potsdam),0.0
DIE LINKE.,Matthias Höhn,0.0
FDP,Hartmut Ebbing,0.0
FDP,Olaf In der Beek,0.0
CDU/CSU,Andreas Mattfeldt,0.0
CDU/CSU,Emmi Zeulner,0.0
FDP,Reinhard Houben,0.0
CDU/CSU,Alois Karl,0.0
CDU/CSU,Alois Gerig,0.0
CDU/CSU,Alexander Throm,0.0
CDU/CSU,Alexander Radwan,0.0
CDU/CSU,Carsten Müller (Braunschweig),0.0
CDU/CSU,Christian Haase,0.0
CDU/CSU,Albert Stegemann,0.0
CDU/CSU,Dr. Christoph Ploß,0.0
CDU/CSU,Dr. Klaus-Peter Schulze,0.0
CDU/CSU,Dr. Matthias Zimmer,0.0
FDP,Alexander Müller,0.0
CDU/CSU,Dr. Hermann-Josef Tebroke,0.0
CDU/CSU,Dr. Heribert Hirte,0.0
FDP,Dr. Andrew Ullmann,0.0
CDU/CSU,Dr. Georg Kippels,0.0
CDU/CSU,Dr. Dietlind Tiemann,0.0
CDU/CSU,Dr. Astrid Mannes,0.0
CDU/CSU,Christoph de Vries,0.0
FDP,Dr. Lukas Köhler,0.0
CDU/CSU,Dr. André Berghegger,0.0
CDU/CSU,Dietrich Monstadt,0.0
CDU/CSU,Dieter Stier,0.0
FDP,Dr. Stefan Ruppert,0.0
FDP,Dr. Wieland Schinnenburg,0.0
FDP,Dr. h.c. Thomas Sattelberger,0.0
CDU/CSU,Dr. Reinhard Brandl,0.0
FDP,Torsten Herbst,0.0
DIE LINKE.,Jörg Cezanne,0.0
CDU/CSU,Uwe Feiler,0.0
SPD,Dr. Karamba Diaby,0.0
BÜ90/GR,Dr. Irene Mihalic,0.0
BÜ90/GR,Dr. Ingrid Nestle,0.0
CDU/CSU,Hermann Gröhe,0.0
SPD,Dr. Ernst Dieter Rossmann,0.0
BÜ90/GR,Dr. Danyal Bayaz,0.0
CDU/CSU,Ingo Gädechens,0.0
SPD,Dr. Jens Zimmermann,0.0
SPD,Dr. Johannes Fechner,0.0
DIE LINKE.,Birke Bull-Bischoff,0.0
SPD,Dirk Vöpel,0.0
SPD,Dr. Matthias Bartke,0.0
CDU/CSU,Wilfried Oellers,0.0
CDU/CSU,Johannes Selle,0.0
BÜ90/GR,Britta Haßelmann,0.0
CDU/CSU,Uwe Schummer,0.0
BÜ90/GR,Anja Hajduk,0.0
SPD,Esther Dilcher,0.0
SPD,Falko Mohrs,0.0
CDU/CSU,Dr. Matthias Heider,0.0
BÜ90/GR,Dr. Tobias Lindner,0.0
DIE LINKE.,Jutta Krellmann,0.0
BÜ90/GR,Lisa Paus,0.0
CDU/CSU,Gero Storjohann,0.0
SPD,Andreas Schwarz,0.0
DIE LINKE.,Heidrun Bluhm-Förster,0.0
BÜ90/GR,Markus Tressel,0.0
SPD,Bernd Rützel,0.0
DIE LINKE.,Friedrich Straetmanns,0.0
DIE LINKE.,Dr. Petra Sitte,0.0
CDU/CSU,Hansjörg Durz,0.0
CDU/CSU,Henning Otte,0.0
SPD,Detlef Müller (Chemnitz),0.0
SPD,Cansel Kiziltepe,0.0
DIE LINKE.,Dr. Diether Dehm,0.0
DIE LINKE.,Dr. André Hahn,0.0
SPD,Christine Lambrecht,0.0
SPD,Christoph Matschie,0.0
CDU/CSU,Hermann Färber,0.0
BÜ90/GR,Erhard Grundl,0.0
SPD,Dennis Rohde,0.0
CDU/CSU,Patrick Schnieder,0.0
